Fp1,Fp2,F3,F4,C3,C4
2.28975,0.92145,-1.51898,-2.41199,-1.19830,-0.72834
2.56563,0.87778,-1.77085,-2.78483,-1.28909,-0.61968
2.57528,0.97788,-1.47450,-2.65844,-1.27003,-0.39150
2.73212,0.86025,-1.37129,-2.33237,-1.00787,0.11287
2.75564,1.02170,-1.78726,-2.52827,-0.84125,0.13029
2.55037,0.76533,-2.01647,-2.71132,-0.83523,0.19236
2.21994,0.48371,-2.16982,-2.67777,-0.90053,0.27535
2.52990,0.39051,-2.17682,-2.49453,-0.46414,0.39850
2.61235,0.49303,-1.94755,-2.39709,-0.09804,0.46330
2.65968,0.35254,-2.14775,-2.49813,-0.15884,0.68058
2.52180,-0.05291,-2.27191,-2.59152,0.07620,0.70002
2.28175,-0.28842,-2.33880,-2.37686,0.05143,0.71706
2.48159,-0.17223,-2.53641,-2.43245,0.02541,1.02964
2.36521,-0.46857,-2.44855,-1.97040,0.38052,1.21210
2.29824,-0.60282,-2.50252,-2.01408,0.30958,1.06682
1.69690,-0.86638,-2.70538,-2.26687,0.41147,1.08606
1.72973,-1.04755,-2.60566,-2.40864,0.45968,0.88783
1.64800,-1.03261,-2.42513,-2.16475,0.79940,1.28150
1.93047,-0.59180,-2.17609,-1.76185,0.95911,1.54854
1.64586,-0.94754,-2.16194,-1.76721,0.87979,1.74090
1.37201,-1.18655,-2.32279,-1.77189,0.90082,1.73560
1.28004,-1.10793,-2.41844,-1.90922,0.91082,1.45322
1.17898,-1.31200,-2.65283,-1.61207,1.05903,1.83569
1.32046,-0.93035,-2.34006,-1.20933,1.62664,1.78280
1.45021,-1.10997,-2.32425,-0.87415,1.54492,1.73464
1.10359,-1.25363,-2.55473,-0.72700,1.35746,1.69782
0.71217,-1.64904,-2.44893,-0.92689,1.39321,1.68283
0.61715,-1.79028,-2.54611,-0.65522,1.44667,1.64923
0.74622,-1.63467,-2.29570,-0.43663,1.52119,1.71535
0.90479,-1.44394,-2.02926,-0.24617,1.58683,1.78365
0.77691,-1.51480,-2.02194,-0.30804,1.44786,2.07689
0.42406,-1.81099,-2.25596,-0.19764,1.50809,1.77261
0.30542,-1.67384,-1.86381,-0.42325,1.45778,1.95927
0.29944,-1.73225,-1.97196,-0.20699,1.56177,1.99297
0.48033,-1.65869,-1.59187,0.08916,1.70256,2.40809
0.40927,-1.81184,-1.79821,0.25264,1.73822,2.34139
0.17197,-1.93386,-1.76204,0.05704,2.00657,2.30151
0.16673,-1.89811,-2.03394,0.25049,1.77988,2.48793
0.27976,-1.86961,-1.63898,0.53256,1.90697,2.49730
-0.00782,-1.93354,-1.43849,0.46357,1.98681,2.76162
-0.20111,-2.01093,-1.37776,0.48604,2.05421,2.49940
-0.42173,-2.02220,-1.58078,0.29659,2.01622,2.61875
-0.30173,-2.11321,-1.50700,0.35323,2.22492,2.55807
-0.10939,-1.91217,-1.33913,0.34968,2.21842,2.89588
-0.12868,-1.63978,-0.82496,0.63474,2.40807,3.30734
-0.27565,-1.45651,-1.15753,0.59375,2.72885,3.08363
-0.33265,-1.82837,-1.07502,0.41174,2.67185,3.03286
-0.68271,-1.99411,-1.46317,0.73660,2.81655,3.27944
-0.14974,-1.53944,-1.06541,0.83708,2.85733,3.15655
-0.11769,-1.45131,-0.87310,1.28305,3.35098,3.61845
-0.42490,-1.74820,-1.09128,1.25170,3.28895,3.47674
-0.59310,-2.04500,-1.43797,1.30036,3.13504,3.10216
-0.74954,-2.21063,-1.53498,1.24676,2.96984,2.83354
-0.93814,-2.21370,-1.28553,1.26043,3.04619,2.99874
-0.79181,-1.92800,-0.81085,1.39249,3.18349,3.17581
-0.97029,-1.90241,-0.95090,1.73885,3.19641,3.28969
-1.04523,-2.17717,-1.01160,1.35506,3.27649,3.06265
-1.41276,-2.32721,-0.94018,1.54229,3.14612,2.63756
-1.21695,-2.31677,-0.71273,1.52173,3.20169,2.79005
-1.10656,-2.18797,-0.55712,1.67526,3.22358,3.10656
-1.39417,-1.95304,-0.58041,2.18399,3.28359,2.75892
-1.43310,-2.30553,-0.41594,2.04982,3.03475,2.45982
-1.77456,-2.51270,-0.45143,2.13803,3.02084,2.43716
-1.52488,-2.30862,-0.25713,2.22093,3.18591,2.40776
-1.75912,-2.24356,-0.26919,2.36626,2.92738,2.29463
-1.95353,-2.25157,-0.09006,2.50729,2.93029,2.32619
-2.03216,-2.23113,-0.00061,2.39878,2.58753,1.92231
-2.39475,-2.20586,-0.05184,2.39100,2.63861,1.80032
-2.36535,-2.10472,0.42435,2.58208,2.58786,2.06151
-2.30679,-2.00741,0.83855,2.70305,2.45664,2.21238
-2.32135,-1.77558,0.78059,3.01578,2.74950,2.20010
-2.51369,-1.84696,1.09204,2.84758,2.45783,1.88496
-2.42892,-1.60531,0.96175,2.75070,2.28863,1.73710
-2.57114,-1.43226,0.93836,2.98145,2.21256,1.45120
-2.05271,-1.29107,1.41068,3.04973,2.48131,1.62931
-2.01877,-1.08656,1.31188,3.49437,2.46982,1.68751
-2.15134,-1.30521,1.34430,3.38019,2.03864,1.48234
-2.28646,-1.16807,1.29267,3.08290,1.78349,1.02452
-2.54653,-1.29814,1.22401,2.95941,1.56948,0.87806
-2.50003,-1.01412,1.66231,2.99045,1.63790,1.13314
-2.14841,-0.64998,1.93806,3.39544,1.88599,0.95320
-2.34324,-0.50370,1.90867,3.01591,1.71626,1.09272
-2.22481,-0.80685,1.85752,2.67616,1.26451,0.99434
-2.34290,-0.57619,1.91010,2.86079,1.34563,0.60396
-2.05661,-0.34481,1.96915,2.71232,1.12038,0.70623
-2.02832,0.01153,2.15373,2.73460,1.46803,0.96499
-1.75692,0.00763,2.19677,2.85753,1.31977,0.92317
-2.08757,-0.09565,1.86471,2.72609,1.01559,0.82510
-1.76695,-0.38221,1.73116,2.34531,0.81579,0.39242
-1.88414,0.14248,2.06529,2.44059,1.12672,0.51402
-1.83082,0.25560,2.20259,2.49978,1.20736,0.61708
-1.90776,0.17566,2.07123,2.56921,0.82952,0.59244
-2.10248,-0.14864,1.94962,2.07840,0.56702,0.15027
-2.12195,-0.00355,2.17058,2.20877,0.42965,0.12165
-1.73253,0.41857,2.11930,1.95411,0.59005,0.25408
-1.41327,0.43517,2.51781,2.26636,0.59717,0.29420
-1.60872,0.68996,2.30883,2.00083,0.79017,0.07080
-1.71194,0.43842,2.20741,1.73064,0.38217,-0.15293
-1.52517,0.35466,2.17283,1.88358,0.26632,-0.20593
-1.50051,0.55697,2.09825,1.69954,0.64177,-0.11711
-1.33499,1.07773,2.54474,2.23451,0.68529,-0.17886
-1.11895,0.97935,2.52161,2.01276,0.46962,-0.36443
-1.32680,0.62753,2.02498,1.83756,0.03924,-0.58821
-1.25822,0.71438,2.12758,1.95240,0.03586,-1.01589
-1.52949,0.43253,2.22063,1.95234,-0.12630,-1.22387
-1.41083,0.80422,2.41172,1.84882,-0.13129,-1.40347
-1.12862,1.04693,2.55965,1.76892,-0.39698,-1.32877
-1.33152,0.97591,2.14605,1.68927,-0.47469,-1.68738
-1.32895,0.63491,2.17443,1.59655,-1.02099,-1.78313
-1.38372,1.07261,2.21380,1.59278,-1.02371,-1.69291
-1.11968,1.00321,2.52530,1.48510,-0.74306,-1.73940
-0.94349,1.25203,2.37263,1.36169,-0.86665,-1.77886
-1.01219,1.25374,2.38458,1.42239,-1.21051,-2.03605
-0.92385,1.22674,2.19361,1.08757,-1.34298,-2.26323
-1.04233,1.11258,2.44003,1.27399,-1.64282,-2.13397
-0.75652,1.38093,2.64272,1.33738,-1.69178,-2.17147
-0.97396,1.60063,2.43715,1.38127,-1.70143,-2.51072
-0.95951,1.46680,2.47074,1.02091,-1.88515,-2.40478
-1.09476,1.50829,2.17927,0.62592,-2.15082,-2.85050
-0.88948,1.74451,2.31303,0.50997,-2.24548,-2.46510
-0.74277,1.79323,2.91362,0.76942,-2.04980,-2.31162
-0.31460,2.36843,2.67987,0.51044,-2.08290,-2.13448
-0.38963,2.08550,2.84003,0.38295,-2.29944,-2.48754
-0.24206,1.96463,2.32071,0.01307,-2.38778,-2.76422
-0.30179,2.23164,2.41231,-0.26531,-2.56950,-2.52995
0.15843,2.49659,2.41175,0.10071,-2.21985,-2.27702
0.71795,2.91334,2.24602,-0.02243,-2.30619,-2.39840
0.48470,2.72021,2.07761,0.02266,-2.44490,-2.38053
0.54543,2.55427,1.68455,-0.46360,-2.58451,-2.62241
0.30056,2.25090,1.72712,-0.40040,-2.80429,-2.76944
0.68577,2.33117,1.90338,-0.50250,-2.62607,-2.75947
1.10694,2.80380,1.62013,-0.74338,-2.61270,-2.55416
0.98712,2.58030,1.67725,-0.80747,-2.55451,-2.45725
1.17886,2.35623,1.41777,-1.07830,-2.59045,-2.76661
0.91156,2.22774,1.41228,-1.29270,-2.79401,-2.69102
1.18764,2.55651,1.39056,-1.54703,-2.71055,-2.41849
1.42058,2.47566,1.01294,-1.26179,-2.45260,-2.34369
1.46183,2.58339,0.82854,-1.55690,-2.40625,-2.50753
1.53155,2.33912,0.73552,-1.72232,-2.63378,-2.53425
1.32742,2.23688,0.41886,-1.70933,-2.69809,-2.39127
1.58395,2.02874,0.63880,-1.77014,-2.63676,-2.29904
1.64857,2.16515,0.53750,-1.67959,-2.31911,-2.22386
1.63489,1.81325,0.32479,-1.77942,-2.62626,-2.39287
1.28490,1.58525,0.27517,-2.11355,-2.72214,-2.69890
1.20403,1.84091,0.09944,-2.39128,-2.95167,-2.53125
1.32487,1.81982,0.34632,-2.32297,-2.51024,-2.57676
1.78526,1.98870,0.21840,-2.34249,-2.29890,-2.20574
1.62414,1.80653,0.40500,-2.11321,-2.36173,-2.24023
1.43401,1.84580,-0.13022,-2.27786,-2.56664,-2.56611
1.57842,1.47772,-0.19876,-2.64363,-2.52121,-2.58125
1.56994,1.71675,-0.47852,-2.40620,-2.32794,-2.48442
1.80820,1.62382,-0.04645,-2.01275,-2.17962,-2.20542
1.96468,1.75564,-0.26507,-1.97701,-2.10787,-2.08928
1.81165,1.65753,-0.62431,-2.04888,-2.48753,-2.33678
1.66199,1.36769,-0.97109,-2.37237,-2.53031,-2.43369
1.51601,1.22905,-1.02971,-2.33611,-2.47127,-2.67230
1.67162,1.16578,-0.85687,-2.36086,-2.69220,-2.60833
1.94891,1.37537,-0.68029,-2.27334,-2.63038,-2.10227
1.82437,1.13149,-0.62679,-2.37163,-2.37778,-2.24989
1.86303,1.28522,-0.75254,-2.39394,-2.58241,-2.21440
1.87209,1.08783,-1.15282,-2.56690,-2.82806,-2.13698
2.05580,1.21415,-1.07247,-2.45319,-2.61281,-1.84673
1.92526,1.33986,-1.06350,-2.44426,-2.57265,-1.81673
2.12300,1.03224,-1.03007,-2.73771,-2.39026,-1.60652
1.99388,0.78621,-1.32824,-2.56719,-2.55743,-1.75939
1.90643,1.00993,-1.51585,-2.68072,-2.18707,-1.74995
2.16158,0.79768,-1.31407,-2.43042,-2.23780,-1.34459
2.03291,0.83468,-1.43591,-2.72992,-2.20693,-1.42989
2.11891,0.81481,-1.50058,-2.89951,-2.31153,-1.12814
1.64603,0.61029,-1.79484,-2.96097,-2.31867,-1.16094
1.70802,0.57902,-1.49648,-3.19691,-2.03925,-0.87516
1.87356,0.84101,-1.52877,-3.14309,-1.65374,-0.69977
2.14006,0.70158,-1.66897,-2.83579,-1.49156,-0.45601
2.25064,0.63737,-1.49512,-3.09698,-1.24742,-0.30464
1.99326,0.46395,-1.95262,-3.23780,-1.41548,-0.31174
1.79961,0.20192,-2.22334,-3.26213,-1.22374,-0.11596
2.23830,0.23603,-2.10237,-3.17520,-0.87420,-0.10276
2.42905,0.39426,-2.25497,-2.57000,-0.46197,0.34125
2.28157,0.45082,-2.24899,-2.78778,-0.66980,0.39791
2.20003,0.09464,-2.72077,-2.81189,-0.39692,0.05266
1.89416,-0.39493,-2.83271,-2.85416,-0.48138,0.23676
2.00148,-0.26045,-2.91746,-2.73017,-0.61117,0.18166
2.14831,-0.33856,-2.68129,-2.59616,-0.19665,0.41339
2.04524,-0.49653,-2.77138,-2.65247,-0.20842,0.38268
1.73542,-0.71518,-2.78980,-2.49536,-0.26250,0.44867
1.41529,-0.99897,-2.93547,-2.89770,-0.13293,0.63557
1.64446,-0.89717,-2.85839,-2.80122,-0.07527,0.57808
1.52232,-1.05917,-2.94923,-2.34256,0.41661,1.03287
1.46223,-0.99334,-3.03343,-2.08133,0.45144,0.78642
1.54789,-1.24494,-3.08492,-2.24525,0.36355,0.74381
1.10960,-1.55516,-3.12090,-2.35423,0.35585,0.83651
1.10029,-1.82087,-3.09666,-2.04337,0.74260,0.92928
1.21532,-1.51071,-2.85564,-1.54123,0.93587,1.27089
0.79324,-1.69931,-3.09642,-1.56644,0.61313,1.12661
0.50268,-1.91462,-3.15163,-1.63832,0.47082,0.99762
0.44760,-2.16530,-3.14619,-1.56961,0.59640,0.86031
0.25218,-2.18754,-2.97487,-1.38074,0.81998,1.18616
0.27953,-1.95717,-2.54547,-1.28146,0.99976,1.49631
0.26450,-1.98755,-2.20880,-1.03960,1.12160,1.53032
-0.01606,-1.99031,-2.35280,-1.31307,1.03598,1.65201
-0.04790,-2.31199,-2.57374,-1.35714,1.02008,1.27947
0.03532,-2.25261,-2.53026,-0.81184,1.05918,1.63311
0.33610,-1.71599,-2.12978,-0.41922,1.59739,1.95185
0.30202,-1.83641,-2.29090,-0.11459,1.71314,1.93304
-0.04517,-1.88539,-2.38528,-0.19622,1.41498,1.89233
-0.39328,-2.09121,-2.39107,-0.40700,1.22433,1.81057
-0.53865,-2.17300,-2.35973,-0.33086,1.24316,1.46644
-0.21266,-2.10119,-2.10795,-0.01683,1.59405,1.94253
-0.33514,-1.88362,-1.93480,-0.03078,1.83331,2.10578
-0.49831,-1.98110,-1.96803,-0.13873,1.73363,2.05865
-0.67196,-2.34356,-2.13162,-0.21278,1.44542,1.96953
-0.59095,-2.32835,-2.19637,-0.02033,1.57599,2.02118
-0.62166,-2.09804,-1.71134,-0.09308,1.78961,2.47956
-0.52262,-1.91344,-1.83155,0.30972,1.91351,2.66759
-0.44446,-2.06699,-1.78701,0.19930,2.00460,2.49842
-0.50630,-2.19401,-1.92979,0.07975,1.83975,2.63101
-0.81760,-2.23008,-2.02704,0.32632,1.96055,2.57946
-0.58586,-2.05465,-1.83922,0.47904,2.43242,2.53619
-0.74333,-2.25334,-1.61604,0.61820,2.48453,2.87637
-0.82030,-2.32604,-1.63677,0.49367,2.30334,2.61664
-1.18929,-2.66468,-1.51931,0.48292,2.25508,2.50404
-1.36455,-2.58501,-1.58275,0.49316,2.45308,2.45099
-1.00858,-2.26446,-1.31601,0.55501,2.41795,3.06415
-0.85213,-2.19287,-0.96006,0.70172,2.82441,3.26036
-1.01368,-2.02274,-0.89078,1.04766,2.64850,2.88312
-1.44908,-2.35033,-1.13390,0.93615,2.58467,2.78810
-1.27896,-2.57550,-1.35986,0.80960,2.78515,2.84993
-1.29598,-2.34285,-1.26073,1.30030,3.01934,2.78774
-1.22666,-2.13842,-0.88296,1.56777,3.27868,3.03499
-1.14636,-2.04046,-0.71361,1.88421,3.42834,3.05533
-1.33673,-2.51283,-1.00851,1.77863,3.21640,2.41578
-1.79361,-2.44854,-1.16910,1.73137,3.03256,2.20982
-1.78496,-2.46229,-0.76723,2.01876,3.01687,2.03136
-1.85493,-2.22808,-0.61394,2.31132,2.92218,2.10378
-1.99270,-2.38024,-0.39128,2.30629,3.01199,2.44557
-2.16529,-2.37754,-0.24738,2.39494,2.59414,2.07273
-2.42273,-2.33916,-0.36405,1.95633,2.58233,1.82954
-2.25727,-2.13490,-0.17980,2.39599,2.40344,1.96498
-2.07784,-2.19127,0.27007,2.46903,2.38976,1.99337
-2.09833,-2.11256,0.39725,2.58934,2.75731,1.93989
-2.37195,-2.04927,0.35634,2.79363,2.23814,1.63902
-2.34846,-1.99040,0.41667,2.78355,2.38975,1.70883
-2.46566,-1.89068,0.29988,2.73493,2.27034,1.69057
-2.27526,-1.93231,0.78395,3.17370,2.17961,1.65363
-2.40321,-1.82053,1.07457,3.01800,1.96518,1.56670
-2.45494,-1.62321,1.03378,2.87552,1.78401,1.12488
-2.84157,-1.73001,1.08982,2.81940,1.74299,1.25726
-2.65792,-1.66231,1.29650,2.91128,1.48764,1.18368
-2.51038,-1.03200,1.84337,2.77327,1.64096,1.32260
-2.35509,-0.71033,1.75505,2.94843,1.83197,1.58890
-2.42845,-0.68936,2.09663,2.76797,1.63194,1.39910
-2.47863,-0.64524,1.67600,2.71714,1.58951,0.97468
-2.29840,-0.60407,1.84267,2.70004,1.36460,0.94282
-2.07890,-0.22994,2.26373,2.88422,1.64124,1.31501
-1.78144,0.06800,2.08080,3.12859,1.82243,1.44648
-1.92763,-0.19053,2.04877,2.99410,1.50666,0.97679
-1.81581,-0.30930,2.04920,2.72917,1.33799,0.94406
-1.85290,-0.08263,2.09032,2.94041,1.34091,0.78443
-1.79943,-0.17473,2.19592,2.74999,1.34177,0.61943
-1.70130,0.01562,2.40966,2.86578,1.10371,0.85784
-1.80946,0.30352,2.21271,2.86249,1.07347,0.81084
-1.83429,0.33256,2.20717,2.72686,0.99367,0.37324
-1.86484,0.12471,2.13381,2.33679,0.85013,0.44010
-1.63936,0.27859,2.13704,2.58839,1.06794,0.57166
-1.37399,0.60866,2.46959,2.56479,1.14946,0.69929
-1.20241,0.57225,2.58411,2.49414,0.90129,0.61925
-1.51184,0.39902,2.12672,2.21232,0.76493,0.18889
-1.30086,0.59770,2.30815,2.40502,0.52574,-0.09978
-1.28681,0.71277,2.12548,2.30147,0.87217,-0.09674
-0.99631,0.89828,2.60219,2.18600,0.57204,-0.15332
-1.27870,0.86936,2.40720,2.08721,0.62582,-0.30391
-1.31051,0.76399,2.18518,1.97596,0.32897,-0.33750
-1.62705,0.77882,2.46162,1.93549,0.10707,-0.69509
-1.12538,0.83476,2.77763,1.95913,0.37966,-0.53744
-1.25285,1.05763,2.83936,2.16112,0.43842,-0.59766
-1.17796,1.27662,3.08411,2.00402,0.34312,-0.61615
-1.00452,1.27886,2.80133,1.88213,-0.02588,-0.81937
-1.02087,1.02802,2.61639,1.86973,-0.35005,-1.03464
-0.98856,1.24205,2.53272,2.03041,-0.09474,-1.04576
-0.67096,1.52991,2.73250,2.28737,0.02890,-0.98976
-0.51516,1.57401,3.02345,2.14173,0.04869,-1.10780
-0.68969,1.55658,2.73030,2.03620,-0.43970,-1.45234
-0.91136,1.39709,2.59863,1.93052,-0.63298,-1.58304
-0.76511,1.49759,2.60768,1.78423,-0.97348,-1.95498
-0.56051,1.75243,2.84882,1.90256,-0.93909,-1.84224
-0.37385,1.97373,3.02013,1.89588,-1.01879,-1.84585
-0.58057,2.02760,2.83171,1.74766,-1.37844,-1.89104
-0.68980,2.06863,2.90879,1.37900,-1.62884,-2.32603
-0.25740,1.89607,2.81525,1.33373,-1.47212,-2.29922
0.00227,2.11051,2.87654,1.26407,-1.54693,-1.93586
0.05946,2.62448,2.95536,1.37124,-1.71871,-1.96068
0.12695,2.48659,2.94010,1.16144,-1.65514,-2.00712
-0.03566,2.25083,2.57831,0.74929,-2.05523,-2.38126
0.13261,2.29556,2.86025,0.91276,-1.92802,-2.27608
0.23627,2.52972,2.79062,0.93691,-2.08378,-2.19852
0.49693,2.63097,2.69339,0.58971,-2.09374,-2.26460
0.63890,2.79670,2.83081,0.21025,-2.33774,-2.38167
0.52550,2.64714,2.57532,0.14723,-2.30117,-2.27856
0.73186,2.46596,2.31949,-0.26698,-2.53552,-2.39825
0.88575,3.01006,2.75483,0.02456,-2.05069,-1.82144
0.95483,3.06605,2.69667,-0.11057,-1.96112,-1.64326
1.09689,3.16973,2.67067,-0.54603,-2.16874,-1.78729
1.29233,3.10687,2.27956,-0.66690,-2.26385,-2.03798
1.27640,2.91275,1.86743,-0.63986,-2.12611,-1.97457
1.76571,3.16459,1.87621,-0.58849,-2.03144,-2.01202
1.80574,3.39391,1.92215,-0.44636,-1.83774,-1.52199
1.94309,3.12298,1.69672,-0.78420,-1.94611,-1.92988
1.66326,2.76651,1.33393,-0.97035,-1.99637,-1.94645
1.93507,2.84076,1.28629,-1.02388,-2.05602,-2.09215
1.76627,2.78456,1.01375,-1.05649,-2.19811,-2.00949
1.99781,3.02042,1.31382,-1.07610,-2.04022,-2.13528
2.13273,2.85132,1.28752,-1.35692,-2.04913,-1.93722
1.91771,2.71116,0.85878,-1.65801,-2.09255,-2.19677
2.09719,2.38799,0.86579,-1.67055,-2.41846,-2.11928
1.95655,2.43616,0.74012,-1.87685,-2.24524,-2.05512
2.43204,2.35433,0.55044,-1.64297,-1.98516,-1.85494
2.21834,2.56000,0.44177,-1.51352,-2.07009,-1.82849
2.25827,2.34487,0.45511,-1.92343,-2.19522,-2.12244
2.25231,1.84917,-0.03406,-1.88873,-2.14269,-2.07934
1.96807,2.03523,-0.07720,-1.69616,-2.20556,-1.99732
2.09334,1.80473,0.23051,-1.64818,-2.06793,-2.14605
2.07023,1.69780,0.11653,-1.82616,-2.30409,-2.00098
1.91534,1.57906,-0.31459,-1.86778,-2.29157,-2.29048
1.65842,1.54352,-0.10616,-2.32630,-2.50579,-2.22332
1.96052,1.60311,-0.29356,-2.05161,-2.43508,-1.93538
1.86612,1.70791,-0.01405,-2.03844,-2.16188,-1.80179
1.96916,1.98158,-0.00351,-1.86184,-2.12990,-1.53484
2.01673,1.79398,-0.05712,-2.07585,-2.07379,-1.64473
1.73774,1.65780,-0.46729,-2.18738,-2.32370,-2.07635
1.99100,1.44343,-0.34434,-2.31035,-2.39060,-1.72778
2.18258,1.66187,-0.46962,-2.14962,-2.08218,-1.70087
2.30808,1.77144,-0.32452,-1.75881,-1.59404,-1.52788
2.31505,1.80437,-0.59903,-2.17677,-1.88057,-1.67839
1.95260,1.28055,-0.81188,-2.37585,-2.13883,-1.57894
2.10575,1.20682,-1.04397,-2.32498,-2.20756,-1.74720
2.30228,1.44985,-1.09701,-2.28044,-1.99380,-1.35246
2.39259,1.48331,-0.67729,-2.30424,-1.92642,-1.20189
2.39922,1.30573,-1.00866,-2.41409,-2.04013,-1.35604
2.14483,0.93759,-1.06677,-2.55600,-2.08082,-1.36509
1.99820,1.03646,-1.49630,-2.66020,-2.09304,-0.98707
2.14100,1.23242,-1.20909,-2.57675,-1.68662,-0.78572
2.34053,0.96846,-1.47847,-2.70549,-1.59731,-0.62337
2.28313,0.90037,-1.47502,-2.86471,-1.48673,-0.39436
2.53110,0.51886,-1.98024,-2.93535,-1.51881,-0.53609
2.23416,0.52548,-1.94625,-2.74947,-1.18161,-0.58642
2.55512,0.52238,-2.14074,-2.66318,-1.19496,-0.02707
2.57649,0.38330,-1.90953,-2.84794,-0.93714,0.15406
2.16053,0.17885,-2.18352,-2.82786,-0.91806,0.05498
1.83836,-0.06797,-2.25452,-3.18831,-1.02339,0.08190
1.84386,-0.28018,-2.60436,-2.94052,-0.81395,0.11751
2.04041,-0.13138,-2.44031,-2.79449,-0.53217,0.38313
1.93428,0.03687,-2.34387,-2.74655,-0.42194,0.78812
2.08846,-0.30184,-2.32037,-2.66740,-0.24804,0.87953
1.80632,-0.30661,-2.78053,-3.02108,-0.14575,0.46106
1.53762,-0.69566,-2.80202,-2.86140,-0.34811,0.53314
1.70449,-0.65416,-2.77303,-2.60786,0.30675,0.65179
1.97302,-0.69765,-2.59165,-2.37498,0.31387,1.13181
1.97157,-0.88937,-2.81886,-2.05345,0.48647,1.09600
1.56664,-1.10046,-3.07327,-2.23275,0.49842,0.88157
1.08835,-1.32003,-3.27467,-2.37325,0.17635,0.79668
1.10580,-1.61448,-3.33547,-2.22821,0.34165,0.62768
1.35636,-1.33170,-2.89619,-1.71230,0.40630,0.70151
1.11016,-1.66880,-2.82390,-1.73565,0.60404,0.78464
0.77057,-1.80290,-3.07396,-1.80330,0.65739,1.01885
0.70247,-1.79374,-3.32435,-1.98803,0.47250,0.88529
0.40621,-1.94058,-3.26526,-1.75840,0.37979,0.91426
0.37668,-1.85490,-3.00593,-1.72227,0.85958,1.07918
0.54818,-2.14825,-2.89749,-1.18430,0.85364,1.37545
0.39351,-2.06722,-2.90373,-1.24854,0.93090,1.25218
0.30003,-2.25248,-3.09593,-1.44302,0.93021,1.11988
0.11151,-2.33265,-2.98195,-1.17711,0.76885,1.02334
-0.06442,-2.25270,-2.96889,-0.93236,1.11675,1.17992
-0.08323,-2.23621,-2.85834,-0.88697,1.03615,1.48407
-0.33543,-2.69160,-2.68444,-1.08517,0.87645,1.06779
-0.63945,-2.83798,-2.67073,-1.12796,0.84810,1.14146
-0.78628,-2.58172,-2.43737,-1.11674,0.74457,1.38403
-0.43405,-2.54194,-2.35766,-0.74799,1.11464,1.78414
-0.41286,-2.28601,-1.92545,-0.61948,1.42418,1.87136
-0.72194,-2.45765,-2.01630,-0.62973,1.12579,2.05462
-0.82784,-2.40691,-2.25187,-0.67876,1.22719,1.85894
-0.86395,-2.32268,-2.46778,-0.67001,1.35850,2.05951
-0.65089,-2.38738,-2.00431,-0.33229,1.41840,2.19358
-0.53502,-2.15074,-2.01607,-0.05870,1.80232,2.25326
-0.44521,-2.12250,-1.99997,0.03754,1.81227,2.15946
-0.77596,-2.39144,-2.14851,0.04175,1.84031,1.80938
-0.98586,-2.55913,-2.21639,0.04190,1.43667,1.80942
-0.90938,-2.38592,-2.29830,0.01928,1.86459,1.89575
-0.75524,-2.32228,-1.89133,0.25199,1.96852,2.26962
-0.89272,-2.62703,-1.94391,0.32942,1.85430,2.34577
-1.37279,-2.61939,-1.83914,0.03074,2.03476,2.16705
-1.51397,-2.79576,-2.04367,0.13741,1.71037,2.15430
-1.43953,-2.49814,-1.90938,0.09354,1.89867,2.50466
-1.17284,-2.34155,-1.83543,0.50801,2.20558,2.63088
-1.14371,-2.45372,-1.64326,0.24586,2.18568,2.38837
-1.59106,-2.81227,-1.84976,0.22427,2.20627,2.40473
-1.58735,-2.80464,-2.16276,0.38804,2.28958,2.38666
-1.61273,-2.73809,-1.92596,0.73658,2.20542,2.27669
-1.71215,-2.93254,-1.74557,0.76888,2.38074,2.22711
-1.87554,-3.03571,-1.73792,0.70594,2.58624,2.35156
-2.10887,-3.02804,-1.46580,0.62215,2.13206,1.98690
-2.13247,-3.05353,-1.50012,0.74873,2.03627,2.12908
-2.25065,-2.82081,-1.35169,1.00475,2.42197,1.89876
-2.20686,-2.58917,-0.98851,1.34130,2.32889,2.22200
-2.22130,-2.73676,-0.93636,1.50225,2.54262,2.12872
-2.47169,-2.97265,-0.82440,1.14095,2.38044,1.80721
-2.60916,-2.78499,-0.76810,1.50189,2.04227,1.62268
-2.51361,-2.72983,-0.79378,1.46329,2.52192,1.89500
-2.28899,-2.56115,-0.30457,1.94074,2.67853,1.83524
-2.41187,-2.31498,-0.10026,2.13890,2.55465,1.92813
-2.63579,-2.54983,-0.35256,2.24843,2.33845,1.55821
-2.88483,-2.57580,-0.56788,2.15482,2.13685,1.04728
-3.04007,-2.77602,-0.44118,2.05446,2.05562,1.19951
-2.86277,-2.26355,-0.04422,2.53390,1.74272,1.11118
-2.90315,-2.32252,0.20244,2.46256,1.74617,0.99605
-2.89948,-2.13870,0.46799,2.59411,1.78151,1.12149
-2.87927,-2.03157,0.54788,2.46431,1.49717,0.84299
-3.13898,-1.96487,0.42063,2.40939,1.16137,0.76031
-2.82247,-1.85653,1.00414,2.58511,1.35021,0.67415
-2.74454,-1.73478,1.06463,2.54066,1.59085,0.89684
-2.89969,-1.38070,1.03846,2.50801,1.11927,0.87643
-3.02453,-1.42552,0.99895,2.43865,0.98460,0.76616
-2.80980,-1.29831,0.97320,2.59188,0.90372,0.54346
-2.72494,-1.38650,1.44722,2.71185,1.10340,0.51625
-2.71121,-1.06435,1.60405,2.53676,1.09389,0.76113
